DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/1/2021 09:00:00,8,18401,18,8.1,37,1023,8.4,24802,26801
2/1/2021 09:15:00,8,18606,19,8.6,37,1023,9.3,28344,32509
2/1/2021 09:30:00,8,18934,20,9,36,1023,9,26992,31168
2/1/2021 09:45:00,8,19263,23,9.4,35,1023,9.6,29976,32225
2/1/2021 10:00:00,8,19591,24,9.8,34,1023,9.2,27302,31855
2/1/2021 10:15:00,8,19895,26,10.2,34,1023,8.3,26549,28365
2/1/2021 10:30:00,8,20175,28,10.5,33,1023,8.4,26082,28777
2/1/2021 10:45:00,8,20455,30,10.8,33,1022,8.6,25751,29106
2/1/2021 11:00:00,8,20735,32,11.1,32,1022,8.8,26421,27621
2/1/2021 11:15:00,8,21133,33,11.4,32,1022,8.7,27064,26063
2/1/2021 11:30:00,8.1,21649,34,11.6,33,1022,8.5,25006,27349
2/1/2021 11:45:00,8.1,22164,34,11.9,33,1021,8.7,28006,29565
2/1/2021 12:00:00,8.2,22680,35,12.1,34,1021,8.4,26890,27660
2/1/2021 12:15:00,8.2,22950,36,12.3,34,1021,7.8,21802,23324
2/1/2021 12:30:00,8.2,22974,37,12.5,34,1021,8.4,25522,23749
2/1/2021 12:45:00,8.2,22997,38,12.6,35,1020,7.4,18379,23410
2/1/2021 13:00:00,8.2,23021,39,12.8,35,1020,8,22039,24054
2/1/2021 13:15:00,8.2,23161,39,12.9,35,1020,8.8,25820,25775
2/1/2021 13:30:00,8.3,23417,40,12.9,36,1020,8.5,25309,26869
2/1/2021 13:45:00,8.4,23674,41,12.8,37,1020,8.6,26043,27231
2/1/2021 14:00:00,8.4,23930,42,12.8,38,1020,8.6,26573,27446
2/1/2021 14:15:00,8.5,24219,42,12.7,39,1020,8.5,25072,31635
2/1/2021 14:30:00,8.6,24542,42,12.5,40,1020,8.3,24724,29526
2/1/2021 14:45:00,8.6,24864,41,12.4,41,1019,8.4,25011,27514
2/1/2021 15:00:00,8.7,25187,41,12.2,42,1019,9.4,31073,34108
2/1/2021 15:15:00,8.8,25584,40,11.9,43,1019,9.5,33789,37200
2/1/2021 15:30:00,8.8,26055,39,11.6,45,1019,10,35956,37772
2/1/2021 15:45:00,8.8,26526,39,11.3,46,1020,9.5,31633,34668
2/1/2021 16:00:00,8.8,26997,38,11,48,1020,9.1,29158,35450
2/1/2021 16:15:00,8.8,27339,36,10.6,51,1020,9.7,33374,35993
2/1/2021 16:30:00,8.8,27554,35,10.2,54,1020,9.4,31898,35882
2/1/2021 16:45:00,8.7,27768,34,9.8,57,1020,9.3,30916,33534
2/1/2021 17:00:00,8.6,27983,32,9.4,60,1020,9.1,30187,30086
2/1/2021 17:15:00,8.7,28446,31,9.1,62,1020,8.2,25161,31864
2/1/2021 17:30:00,8.7,29159,30,8.9,63,1020,7.7,22870,27771
2/1/2021 17:45:00,8.9,29872,30,8.8,64,1021,8.1,24439,26570
2/1/2021 18:00:00,8.9,30585,29,8.6,65,1021,8.3,26461,31619
2/1/2021 18:15:00,9,31063,28,8.5,65,1021,8.6,27636,28619
2/1/2021 18:30:00,9,31307,26,8.4,65,1021,9.2,28800,32877
2/1/2021 18:45:00,9,31550,25,8.4,64,1021,9.4,31669,33059
2/1/2021 19:00:00,9,31794,23,8.3,64,1021,9.5,33698,37379
2/1/2021 19:15:00,9.2,32093,22,8.3,64,1021,10,34524,39339
2/1/2021 19:30:00,9.2,32448,22,8.3,64,1021,10.3,35145,39641
2/1/2021 19:45:00,9.4,32803,21,8.4,64,1021,9.3,33260,37334
2/1/2021 20:00:00,9.5,33158,20,8.4,64,1021,9.9,32686,37580
2/1/2021 20:15:00,9.6,33436,18,8.4,64,1021,10.3,34855,39051
2/1/2021 20:30:00,9.6,33638,17,8.4,64,1021,9.7,33909,38851
2/1/2021 20:45:00,9.7,33841,16,8.4,64,1021,10.6,39740,44477
2/1/2021 21:00:00,9.7,34043,14,8.4,64,1021,11.3,39249,45322
2/1/2021 21:15:00,9.8,34113,14,8.4,64,1021,10.8,36547,43693
2/1/2021 21:30:00,9.8,34051,14,8.4,64,1021,10.9,40202,44993
2/1/2021 21:45:00,9.7,33990,13,8.5,64,1022,10.6,39235,43236
2/1/2021 22:00:00,9.7,33928,13,8.5,64,1022,10.9,38519,43855
2/1/2021 22:15:00,9.7,33650,13,8.5,64,1022,9.8,36307,39821
2/1/2021 22:30:00,9.6,33156,13,8.5,64,1022,10.6,37730,38397
2/1/2021 22:45:00,9.6,32662,12,8.5,64,1022,9.8,32201,40196
2/1/2021 23:00:00,9.6,32168,11,8.5,64,1022,10.5,35332,38315
2/1/2021 23:15:00,9.6,31798,11,8.5,64,1022,10.6,33223,35392
2/1/2021 23:30:00,9.5,31553,12,8.5,64,1022,9.7,32067,34662
2/1/2021 23:45:00,9.4,31308,12,8.6,63,1022,9.3,29560,31333
3/1/2021 00:00:00,9.9,33637,9,8.1,65,1021,8.7,28608,34369
3/1/2021 00:15:00,9.7,33121,9,8.1,65,1021,8.5,25619,29967
3/1/2021 00:30:00,9.6,32538,10,8.1,65,1021,8.1,24895,27413
3/1/2021 00:45:00,9.5,31955,10,8.2,66,1021,8.5,27872,30801
3/1/2021 01:00:00,9.5,31372,10,8.2,66,1021,9,29088,32798
3/1/2021 01:15:00,9.4,30832,10,8.2,66,1021,9.7,34145,33873
3/1/2021 01:30:00,9.2,30335,10,8.2,67,1021,10,32251,33402
3/1/2021 01:45:00,9.2,29838,9,8.1,68,1021,10.3,33907,32119
3/1/2021 02:00:00,9.1,29341,9,8.1,69,1021,10.2,33980,36488
3/1/2021 02:15:00,9.1,28656,8,8.1,69,1021,10.3,34614,39206
3/1/2021 02:30:00,9,27783,8,8.1,69,1021,10.3,33733,40992
3/1/2021 02:45:00,9,26911,8,8.2,70,1021,11,35700,40520
3/1/2021 03:00:00,8.9,26038,8,8.2,70,1021,10.9,36418,41891
3/1/2021 03:15:00,8.9,25407,8,8.2,70,1021,10.9,35588,38734
3/1/2021 03:30:00,8.9,25018,8,8.2,70,1021,10.7,35340,39111
3/1/2021 03:45:00,8.8,24629,9,8.3,71,1020,10.5,32705,39296
3/1/2021 04:00:00,8.8,24240,9,8.3,71,1020,11,35264,38089
3/1/2021 04:15:00,8.8,23967,10,8.3,71,1020,10.5,34790,37341
3/1/2021 04:30:00,8.8,23810,10,8.4,71,1020,10.6,32039,35250
3/1/2021 04:45:00,8.8,23653,11,8.5,71,1021,11.2,36495,35569
3/1/2021 05:00:00,8.8,23496,12,8.6,71,1021,11.1,33428,40712
3/1/2021 05:15:00,8.8,23260,12,8.6,71,1021,10.5,34764,36918
3/1/2021 05:30:00,8.8,22946,12,8.6,72,1021,10.4,31166,37345
3/1/2021 05:45:00,8.8,22632,12,8.6,72,1021,10.2,30462,38613
3/1/2021 06:00:00,8.8,22318,12,8.6,73,1021,10.2,32337,37670
3/1/2021 06:15:00,8.8,22085,12,8.6,73,1021,9.9,30936,36258
3/1/2021 06:30:00,8.8,21934,12,8.6,73,1021,10.3,32903,36727
3/1/2021 06:45:00,8.8,21783,12,8.7,74,1021,10,27471,31136
3/1/2021 07:00:00,8.8,21632,13,8.7,74,1021,9.6,25505,31322
3/1/2021 07:15:00,8.8,21415,13,8.9,73,1021,9.8,28161,30551
3/1/2021 07:30:00,8.8,21133,14,9.3,72,1021,9.8,28065,30702
3/1/2021 07:45:00,8.7,20851,14,9.6,71,1022,9.6,28952,27889
3/1/2021 08:00:00,8.6,20569,15,10,70,1022,9.5,25038,34068
3/1/2021 08:15:00,8.5,20079,16,10.4,68,1022,9.2,30064,30886
3/1/2021 08:30:00,8.4,19381,17,10.7,67,1022,9.8,29891,32075
3/1/2021 08:45:00,8.2,18684,18,11.1,66,1022,9.3,29519,30341
3/1/2021 09:00:00,8,17986,19,11.4,65,1022,9,26681,31158
3/1/2021 09:15:00,8,17781,20,11.7,64,1022,8.9,25662,28208
3/1/2021 09:30:00,8.1,18070,20,12,63,1022,8.2,23372,22233
3/1/2021 09:45:00,8.1,18359,21,12.2,63,1022,8,21936,23589
3/1/2021 10:00:00,8.3,18648,21,12.5,62,1022,8.3,24085,22795
3/1/2021 10:15:00,8.3,18718,21,12.7,62,1022,8.1,23052,23630
3/1/2021 10:30:00,8.3,18570,21,13,61,1022,7.7,22445,23883
3/1/2021 10:45:00,8.4,18423,21,13.2,61,1021,7.8,22964,23706
3/1/2021 11:00:00,8.4,18275,21,13.5,60,1021,7.5,20367,22268
3/1/2021 11:15:00,8.3,18002,21,13.7,60,1021,7.5,19167,17392
3/1/2021 11:30:00,8.2,17603,22,13.9,60,1021,7.6,19979,15718
3/1/2021 11:45:00,8.1,17205,22,14,59,1020,6.7,16176,18054
3/1/2021 12:00:00,8,16806,22,14.2,59,1020,6.1,11102,11183
3/1/2021 12:15:00,7.8,16455,23,14.4,59,1020,6.2,11726,13089
3/1/2021 12:30:00,7.7,16151,23,14.6,59,1020,6.5,13721,12828
3/1/2021 12:45:00,7.5,15848,23,14.8,58,1019,6.6,12229,13541
3/1/2021 13:00:00,7.4,15544,24,15,58,1019,7,16101,15094
3/1/2021 13:15:00,7.3,15386,24,15.1,58,1019,6.6,13567,16460
3/1/2021 13:30:00,7.2,15375,24,15.2,58,1019,6.6,12304,12304
3/1/2021 13:45:00,7.2,15364,25,15.3,58,1019,6.7,13399,15344
3/1/2021 14:00:00,7.1,15353,26,15.4,58,1019,6.8,12778,15616
3/1/2021 14:15:00,7.1,15595,26,15.4,58,1019,6.9,13736,16992
3/1/2021 14:30:00,7.1,16090,26,15.3,59,1019,6.8,13080,14248
3/1/2021 14:45:00,7.2,16585,25,15.2,59,1019,7.2,16162,17569
3/1/2021 15:00:00,7.2,17080,25,15.1,60,1019,6.9,15392,17403
3/1/2021 15:15:00,7.2,17557,25,15,60,1019,6.9,15870,17626
3/1/2021 15:30:00,7.1,18015,25,14.9,61,1019,7,16420,18339
3/1/2021 15:45:00,7.1,18474,26,14.8,61,1019,6.5,11910,15157
3/1/2021 16:00:00,7,18932,26,14.7,62,1019,6.5,11797,13685
3/1/2021 16:15:00,7,18903,25,14.6,62,1019,6.3,11637,13672
3/1/2021 16:30:00,6.9,18387,24,14.3,63,1019,6.6,13051,16505
3/1/2021 16:45:00,6.8,17872,24,14.1,64,1019,6.1,9963,15308
3/1/2021 17:00:00,6.7,17356,22,13.8,65,1019,7.1,14352,16227
3/1/2021 17:15:00,6.7,17410,22,13.6,65,1019,6.7,12851,16645
3/1/2021 17:30:00,6.8,18035,22,13.5,66,1019,7.5,18083,19311
3/1/2021 17:45:00,6.9,18659,23,13.3,66,1020,7.3,16429,20234
3/1/2021 18:00:00,7.1,19284,23,13.2,67,1020,7,14859,16211
3/1/2021 18:15:00,7.1,19761,24,13.1,67,1020,7.4,17175,22184
3/1/2021 18:30:00,7.2,20092,23,13,67,1020,7.1,15144,20823
3/1/2021 18:45:00,7.3,20423,23,12.9,68,1020,8.3,23348,26050
3/1/2021 19:00:00,7.3,20754,22,12.8,68,1020,8.2,21216,25417
3/1/2021 19:15:00,7.3,21098,22,12.7,68,1020,8.1,21374,25663
3/1/2021 19:30:00,7.3,21456,22,12.6,68,1020,8.3,23262,25439
3/1/2021 19:45:00,7.4,21813,21,12.5,69,1020,7.9,20757,29429
3/1/2021 20:00:00,7.4,22171,21,12.4,69,1020,8.4,23516,27894
3/1/2021 20:15:00,7.4,22458,21,12.4,69,1020,8.4,23217,26847
3/1/2021 20:30:00,7.5,22675,20,12.4,69,1020,8.7,24701,25226
3/1/2021 20:45:00,7.5,22892,20,12.4,70,1020,7.6,19456,25339
3/1/2021 21:00:00,7.5,23109,19,12.4,70,1020,7.9,19156,23936
3/1/2021 21:15:00,7.5,23186,19,12.4,70,1020,8.3,22752,27122
3/1/2021 21:30:00,7.5,23123,19,12.4,70,1020,8.9,24560,27634
3/1/2021 21:45:00,7.6,23061,19,12.4,71,1020,8.6,24664,30150
3/1/2021 22:00:00,7.6,22998,19,12.4,71,1020,8.4,24133,29904
3/1/2021 22:15:00,7.6,22891,19,12.4,71,1020,9,25441,29929
3/1/2021 22:30:00,7.6,22739,19,12.4,71,1020,9.1,27717,30631
3/1/2021 22:45:00,7.5,22586,19,12.3,72,1020,9,26494,33176
3/1/2021 23:00:00,7.5,22434,19,12.3,72,1020,8.9,25215,31358
3/1/2021 23:15:00,7.5,22137,19,12.3,72,1020,8.6,24600,29519
3/1/2021 23:30:00,7.4,21696,19,12.3,72,1020,9.3,27823,33018
3/1/2021 23:45:00,7.4,21254,18,12.2,72,1020,9.4,27850,31568
4/1/2021 00:00:00,8.3,25728.74269,22,11.5,68,1020,10,29934,31603
4/1/2021 00:15:00,8.3,25440.64327,21,11.5,68,1020,9.7,29816,33922
4/1/2021 00:30:00,8.2,24958.19883,21,11.5,68,1020,9.8,28805,32408
4/1/2021 00:45:00,8.1,24476.73099,20,11.4,67,1020,9.1,27572,32469
4/1/2021 01:00:00,8.1,23994.28655,20,11.4,67,1020,8.4,22016,29439
4/1/2021 01:15:00,8,23576.29825,19,11.4,67,1020,8.1,22181,26494
4/1/2021 01:30:00,8,23221.78947,18,11.3,67,1020,8.1,22013,27524
4/1/2021 01:45:00,8,22868.25731,18,11.3,67,1020,8.2,22538,25194
4/1/2021 02:00:00,8,22513.74854,18,11.2,67,1020,8.4,23311,30057
4/1/2021 02:15:00,8,22303.77778,18,11.2,67,1020,8.4,21076,25204
4/1/2021 02:30:00,8,22238.34503,19,11.2,67,1020,8,21445,23714
4/1/2021 02:45:00,8.1,22171.93567,20,11.1,67,1019,8.4,22176,25026
4/1/2021 03:00:00,8.1,22106.50292,20,11.1,67,1019,8.3,23159,28193
4/1/2021 03:15:00,8.1,22118.22222,20,11.1,67,1019,8.1,21509,26139
4/1/2021 03:30:00,8.1,22209.04678,20,11.1,67,1019,7.6,18954,27373
4/1/2021 03:45:00,8.2,22299.87135,21,11.2,66,1019,7.7,18243,22340
4/1/2021 04:00:00,8.2,22390.69591,21,11.2,66,1019,8,19890,24070
4/1/2021 04:15:00,8.2,22438.54971,21,11.2,66,1019,8.3,22188,27792
4/1/2021 04:30:00,8.2,22443.43275,22,11.2,66,1019,8.8,24528,27536
4/1/2021 04:45:00,8.2,22448.31579,22,11.3,65,1019,8.2,21896,27875
4/1/2021 05:00:00,8.1,22453.19883,22,11.3,65,1019,9.1,27390,28037
4/1/2021 05:15:00,8.1,22282.2924,22,11.3,65,1019,9,26609,29263
4/1/2021 05:30:00,8,21937.54971,22,11.3,65,1019,9.4,28313,31199
4/1/2021 05:45:00,7.9,21592.80702,22,11.4,64,1020,9.4,27212,33034
4/1/2021 06:00:00,7.8,21248.06433,22,11.4,64,1020,10.4,32241,35021
4/1/2021 06:15:00,7.8,21128.91813,22,11.4,64,1020,10.2,30331,35794
4/1/2021 06:30:00,7.8,21237.32164,22,11.4,64,1020,10,30896,36233
4/1/2021 06:45:00,7.7,21344.74854,21,11.4,63,1020,9.7,29662,34314
4/1/2021 07:00:00,7.7,21453.15205,21,11.4,63,1020,10.1,30903,36886
4/1/2021 07:15:00,7.7,21456.08187,21,11.5,63,1020,9.4,28339,34254
4/1/2021 07:30:00,7.7,21353.53801,20,11.7,62,1020,9.6,28566,32647
4/1/2021 07:45:00,7.7,21250.99415,18,11.8,62,1020,9.2,28246,30059
4/1/2021 08:00:00,7.7,21148.45029,17,12,61,1020,9.4,26150,31233
4/1/2021 08:15:00,7.7,20821.28655,17,12.3,61,1020,9.5,27248,33089
4/1/2021 08:30:00,7.7,20268.52632,17,12.6,60,1020,9.4,26887,30226
4/1/2021 08:45:00,7.7,19716.74269,17,12.9,59,1020,9.2,26813,32792
4/1/2021 09:00:00,7.6,19163.98246,18,13.2,58,1020,9,28106,29758
4/1/2021 09:15:00,7.6,18722.55556,19,13.6,56,1020,8.5,24071,25285
4/1/2021 09:30:00,7.7,18393.4386,20,14,55,1020,8.8,22622,24544
4/1/2021 09:45:00,7.6,18064.32164,21,14.4,54,1020,8.4,21032,26807
4/1/2021 10:00:00,7.6,17735.20468,22,14.8,53,1020,8.8,23475,30429
4/1/2021 10:15:00,7.7,17431.47953,23,15.2,52,1020,8.4,21947,25708
4/1/2021 10:30:00,7.7,17153.1462,24,15.5,51,1020,8.2,23405,26690
4/1/2021 10:45:00,7.6,16874.81287,25,15.8,50,1020,7.3,19433,23363
4/1/2021 11:00:00,7.6,16596.47953,26,16.1,49,1020,7.3,17226,18396
4/1/2021 11:15:00,7.4,16376.74269,27,16.4,49,1020,6.7,14943,17836
4/1/2021 11:30:00,7.3,16215.60234,28,16.7,49,1020,5.9,12061,18011
4/1/2021 11:45:00,7.3,16055.4386,29,17,49,1019,6,11581,15083
4/1/2021 12:00:00,7.3,15894.29825,30,17.3,49,1019,6.3,13473,17561
4/1/2021 12:15:00,7.2,15904.06433,31,17.5,49,1019,6,10443,13918
4/1/2021 12:30:00,7.2,16084.73684,32,17.7,49,1019,5.5,9385,14988
4/1/2021 12:45:00,7.2,16265.40936,33,17.8,50,1018,5.4,9642,14413
4/1/2021 13:00:00,7.1,16446.08187,34,18,50,1018,5.7,9438,12773
4/1/2021 13:15:00,7.2,16534.95322,35,18.1,50,1018,5,7795,11634
4/1/2021 13:30:00,7.2,16533.97661,36,18,51,1018,5.4,10421,15038
4/1/2021 13:45:00,7.2,16533,36,17.9,52,1017,5.7,11627,15001
4/1/2021 14:00:00,7.1,16532.02339,37,17.8,53,1017,6.3,10302,13457
4/1/2021 14:15:00,7.1,16611.12865,36,17.6,53,1017,6,11359,15488
4/1/2021 14:30:00,7,16770.31579,36,17.4,54,1017,6.4,14455,18161
4/1/2021 14:45:00,7,16929.50292,34,17.2,55,1017,6.1,11561,16106
4/1/2021 15:00:00,6.9,17088.69006,33,17,56,1017,6.3,12829,16010
4/1/2021 15:15:00,6.8,17538.90643,32,16.8,56,1017,5.5,9967,12303
4/1/2021 15:30:00,6.9,18281.12865,31,16.6,57,1017,5.4,9005,13654
4/1/2021 15:45:00,6.9,19023.35088,30,16.5,58,1017,6.2,11125,15173
4/1/2021 16:00:00,6.9,19765.5731,28,16.3,59,1017,6.1,10869,15014
4/1/2021 16:15:00,6.9,20006.79532,28,16.1,59,1017,6.1,11369,15810
4/1/2021 16:30:00,6.8,19747.99415,27,15.9,60,1017,5.8,10917,11476
4/1/2021 16:45:00,6.6,19488.21637,27,15.7,60,1017,5.3,9032,12800
4/1/2021 17:00:00,6.5,19229.4152,27,15.5,61,1017,6.4,13438,14734
4/1/2021 17:15:00,6.5,19131.75439,27,15.3,62,1017,6.3,12596,17778
4/1/2021 17:30:00,6.7,19195.23392,28,15.1,63,1017,6.9,15394,18886
4/1/2021 17:45:00,6.7,19258.71345,28,14.9,64,1018,6.6,14970,21114
4/1/2021 18:00:00,6.8,19322.19298,29,14.7,65,1018,6.7,16288,21622
4/1/2021 18:15:00,6.8,19432.54971,29,14.5,66,1018,6.9,17441,20760
4/1/2021 18:30:00,6.9,19587.83041,28,14.4,67,1018,7,17679,20542
4/1/2021 18:45:00,7,19743.11111,27,14.3,68,1018,7.3,19468,23736
4/1/2021 19:00:00,7,19898.39181,26,14.2,69,1018,7.1,18714,21030
4/1/2021 19:15:00,7.1,20268.52632,26,14.1,69,1018,6.9,15603,16549
4/1/2021 19:30:00,7.2,20851.5614,25,14,70,1018,6.2,13051,15870
4/1/2021 19:45:00,7.3,21434.59649,25,14,71,1018,7.7,20157,20514
4/1/2021 20:00:00,7.4,22017.63158,25,13.9,72,1018,7.3,18991,22029
4/1/2021 20:15:00,7.4,22381.90643,25,13.9,72,1018,6.6,17280,20190
4/1/2021 20:30:00,7.4,22527.42105,25,13.8,73,1018,6.9,16937,20117
4/1/2021 20:45:00,7.3,22672.93567,24,13.8,74,1018,6.9,15875,17900
4/1/2021 21:00:00,7.3,22818.45029,24,13.7,75,1018,7.4,19186,20061
4/1/2021 21:15:00,7.3,22809.66082,24,13.7,75,1018,7.7,20374,24705
4/1/2021 21:30:00,7.3,22644.61404,23,13.7,75,1018,7,17772,21487
4/1/2021 21:45:00,7.3,22480.54386,23,13.6,76,1018,7,18412,20693
4/1/2021 22:00:00,7.3,22315.49708,23,13.6,76,1018,6.8,16154,20231
4/1/2021 22:15:00,7.3,22187.5614,23,13.6,76,1018,6.9,15862,18965
4/1/2021 22:30:00,7.3,22094.78363,23,13.6,76,1018,6.5,14334,18410
4/1/2021 22:45:00,7.2,22002.98246,23,13.7,77,1018,5.8,10681,14362
4/1/2021 23:00:00,7.2,21910.20468,23,13.7,77,1018,5.7,9264,8776
4/1/2021 23:15:00,7.2,21730.50877,23,13.7,77,1018,5.5,7946,9308
4/1/2021 23:30:00,7.1,21461.94152,22,13.7,77,1018,5.1,7641,8762
4/1/2021 23:45:00,7.2,21194.35088,21,13.8,76,1018,5.5,9656,9646
5/1/2021 00:00:00,7.9,21904.34503,21,13.4,72,1018,5.3,8509,10065
5/1/2021 00:15:00,7.9,21811.56725,21,13.4,72,1018,5.8,9120,8137
5/1/2021 00:30:00,7.9,21787.15205,21,13.3,72,1018,5.8,9739,9223
5/1/2021 00:45:00,8.1,21763.71345,22,13.3,73,1018,5.7,9229,11638
5/1/2021 01:00:00,8.1,21739.29825,22,13.2,73,1018,5.4,8341,9807
5/1/2021 01:15:00,8.2,21619.17544,23,13.1,73,1018,4.9,7558,10031
5/1/2021 01:30:00,8.3,21402.36842,23,13,74,1018,5,6908,9106
5/1/2021 01:45:00,8.3,21186.53801,24,12.9,75,1018,5.1,6935,7439
5/1/2021 02:00:00,8.5,20969.73099,24,12.8,76,1018,5.6,7875,8428
5/1/2021 02:15:00,8.5,20890.62573,24,12.7,76,1018,6,9512,11292
5/1/2021 02:30:00,8.5,20950.19883,25,12.7,76,1018,6.3,12408,13050
5/1/2021 02:45:00,8.5,21009.77193,26,12.7,76,1018,6.1,10244,14012
5/1/2021 03:00:00,8.6,21069.34503,26,12.7,76,1018,6,9323,12062
5/1/2021 03:15:00,8.6,21089.8538,26,12.7,76,1018,5.8,9914,12129
5/1/2021 03:30:00,8.5,21071.29825,27,12.7,76,1018,5.3,8690,10894
5/1/2021 03:45:00,8.5,21053.7193,28,12.6,76,1018,5.3,8471,9532
5/1/2021 04:00:00,8.5,21035.16374,29,12.6,76,1018,5.5,8701,11577
5/1/2021 04:15:00,8.5,21011.72515,29,12.6,76,1018,4.9,6284,8894
5/1/2021 04:30:00,8.4,20982.4269,29,12.6,76,1018,5.5,7831,8197
5/1/2021 04:45:00,8.2,20954.10526,29,12.5,76,1018,5.4,8149,10556
5/1/2021 05:00:00,8.1,20924.80702,29,12.5,76,1018,5.6,9615,11750
5/1/2021 05:15:00,8.1,20936.52632,29,12.5,76,1018,6.1,12201,15211
5/1/2021 05:30:00,8,20990.23977,29,12.5,76,1018,5.7,9484,14540
5/1/2021 05:45:00,7.9,21043.95322,29,12.4,75,1018,5.3,7964,11413
5/1/2021 06:00:00,7.8,21097.66667,29,12.4,75,1018,5.9,11095,10841
5/1/2021 06:15:00,7.7,21137.7076,30,12.4,75,1018,5.7,9787,13750
5/1/2021 06:30:00,7.7,21165.05263,30,12.3,75,1018,6.4,12624,13019
5/1/2021 06:45:00,7.7,21193.37427,31,12.3,75,1019,6.4,13325,14177
5/1/2021 07:00:00,7.7,21220.7193,31,12.2,75,1019,6.1,11269,12358
5/1/2021 07:15:00,7.7,21044.92982,31,12.3,74,1019,6,10372,13422
5/1/2021 07:30:00,7.6,20665.02924,31,12.4,73,1019,6.1,10632,11847
5/1/2021 07:45:00,7.4,20285.12865,31,12.6,72,1019,5.7,10236,11921
5/1/2021 08:00:00,7.4,19905.22807,31,12.7,71,1019,5.6,9620,11020
5/1/2021 08:15:00,7.4,19867.14035,31,13,69,1019,6,11740,15502
5/1/2021 08:30:00,7.5,20170.8655,30,13.3,67,1019,6.2,13087,14931
5/1/2021 08:45:00,7.7,20474.59064,31,13.6,64,1020,6.5,13362,16248
5/1/2021 09:00:00,7.8,20778.31579,30,13.9,62,1020,6.8,14872,18672
5/1/2021 09:15:00,7.8,21138.68421,30,14.2,60,1020,7.3,19719,21287
5/1/2021 09:30:00,7.8,21556.67251,31,14.5,59,1020,7,15529,20100
5/1/2021 09:45:00,7.7,21974.66082,31,14.8,58,1020,6.8,16448,20425
5/1/2021 10:00:00,7.7,22392.64912,32,15.1,57,1020,7.1,16701,20290
5/1/2021 10:15:00,7.7,22753.99415,33,15.3,56,1020,7.3,19124,19389
5/1/2021 10:30:00,7.7,23057.7193,34,15.5,55,1020,6.6,15294,19965
