DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/10/2021 14:15:00,5.1,7285.2,77,29.8,63,1008,5.5,14091,11195
2/10/2021 14:15:00,5.1,8472.1,77,29.8,63,1008,5.5,14091,11195
2/10/2021 14:30:00,5.3,7820.8,77,29.6,64,1008,6.4,17473,15155
2/10/2021 14:30:00,5.3,9334,77,29.6,64,1008,6.4,17473,15155
2/10/2021 14:45:00,5.5,8355.1,77,29.4,64,1008,6.3,17804,18567
2/10/2021 14:45:00,5.5,10194.6,77,29.4,64,1008,6.3,17804,18567
2/10/2021 15:00:00,5.7,8890.7,78,29.2,65,1008,6.4,20373,17654
2/10/2021 15:00:00,5.7,11056.5,78,29.2,65,1008,6.4,20373,17654
2/10/2021 15:15:00,5.9,9677.2,78,29,65,1008,6.7,23770,26547
2/10/2021 15:15:00,5.9,11919.7,78,29,65,1008,6.7,23770,26547
2/10/2021 15:30:00,6.1,10714.6,78,28.7,66,1008,6.8,23549,22257
2/10/2021 15:30:00,6.1,12786.8,78,28.7,66,1008,6.8,23549,22257
2/10/2021 15:45:00,6.3,11752,77,28.4,66,1008,6.6,23432,23121
2/10/2021 15:45:00,6.3,13652.6,77,28.4,66,1008,6.6,23432,23121
2/10/2021 16:00:00,6.5,12789.4,77,28.1,67,1008,6.8,23954,24801
2/10/2021 16:00:00,6.5,14519.7,77,28.1,67,1008,6.8,23954,24801
2/10/2021 16:15:00,6.6,13789.1,76,27.9,67,1008,7.1,28369,27059
2/10/2021 16:15:00,6.6,15304.9,76,27.9,67,1008,7.1,28369,27059
2/10/2021 16:30:00,6.6,14752.4,74,27.6,68,1008,7,28484,26597
2/10/2021 16:30:00,6.6,16008.2,74,27.6,68,1008,7,28484,26597
2/10/2021 16:45:00,6.5,15714.4,71,27.3,68,1008,7,27707,25047
2/10/2021 16:45:00,6.5,16712.8,71,27.3,68,1008,7,27707,25047
2/10/2021 17:00:00,6.5,16677.7,69,27,69,1008,7.5,31378,27576
2/10/2021 17:00:00,6.5,17416.1,69,27,69,1008,7.5,31378,27576
2/10/2021 17:15:00,6.5,17642.3,67,26.8,70,1008,7.4,32734,31954
2/10/2021 17:15:00,6.5,17980.3,67,26.8,70,1008,7.4,32734,31954
2/10/2021 17:30:00,6.4,18405.4,64,26.5,71,1008,7.5,32791,31826
2/10/2021 17:30:00,6.4,18609.5,64,26.5,71,1008,7.5,32791,31826
2/10/2021 17:45:00,6.4,18829.2,62,26.2,72,1009,7.5,33411,33996
2/10/2021 17:45:00,6.4,19575.4,62,26.2,72,1009,7.5,33411,33996
2/10/2021 18:00:00,6.4,19254.3,59,25.9,73,1009,7.4,31879,33929
2/10/2021 18:00:00,6.4,20542.6,59,25.9,73,1009,7.4,31879,33929
2/10/2021 18:15:00,6.4,19553.3,57,25.6,75,1009,7.7,34824,34668
2/10/2021 18:15:00,6.4,21257.6,57,25.6,75,1009,7.7,34824,34668
2/10/2021 18:30:00,6.3,19726.2,54,25.4,76,1009,7.8,37898,37197
2/10/2021 18:30:00,6.3,21719.1,54,25.4,76,1009,7.8,37898,37197
2/10/2021 18:45:00,6.2,19900.4,52,25.2,77,1010,7.9,39291,34371
2/10/2021 18:45:00,6.2,22181.9,52,25.2,77,1010,7.9,39291,34371
2/10/2021 19:00:00,6.2,20073.3,50,25,78,1010,7.7,37861,39506
2/10/2021 19:00:00,6.2,22643.4,50,25,78,1010,7.7,37861,39506
2/10/2021 19:15:00,6.2,20247.5,47,24.8,79,1010,8.2,40227,40770
2/10/2021 19:15:00,6.2,22791.6,47,24.8,79,1010,8.2,40227,40770
2/10/2021 19:30:00,6.2,20421.7,44,24.7,80,1010,7.9,39289,37929
2/10/2021 19:30:00,6.2,22625.2,44,24.7,80,1010,7.9,39289,37929
2/10/2021 19:45:00,6.1,20595.9,41,24.5,81,1010,8.2,44200,43339
2/10/2021 19:45:00,6.1,22457.5,41,24.5,81,1010,8.2,44200,43339
2/10/2021 20:00:00,6.1,20770.1,38,24.4,82,1010,8.6,46983,43320
2/10/2021 20:00:00,6.1,22291.1,38,24.4,82,1010,8.6,46983,43320
2/10/2021 20:15:00,6.2,21002.8,36,24.3,82,1010,8.3,44662,45082
2/10/2021 20:15:00,6.2,22267.7,36,24.3,82,1010,8.3,44662,45082
2/10/2021 20:30:00,6.2,21295.3,34,24.2,82,1010,8.4,45509,45671
2/10/2021 20:30:00,6.2,22388.6,34,24.2,82,1010,8.4,45509,45671
2/10/2021 20:45:00,6.2,21586.5,32,24.1,83,1010,8.4,47247,47815
2/10/2021 20:45:00,6.2,22508.2,32,24.1,83,1010,8.4,47247,47815
2/10/2021 21:00:00,6.2,21879,31,24,83,1010,8.4,47930,49074
2/10/2021 21:00:00,6.2,22629.1,31,24,83,1010,8.4,47930,49074
2/10/2021 21:15:00,6.2,22305.4,29,23.9,83,1010,8.4,47024,49736
2/10/2021 21:15:00,6.2,22776,29,23.9,83,1010,8.4,47024,49736
2/10/2021 21:30:00,6.2,22867,28,23.8,83,1010,8.7,49563,48543
2/10/2021 21:30:00,6.2,22948.9,28,23.8,83,1010,8.7,49563,48543
2/10/2021 21:45:00,6.3,23123.1,27,23.7,84,1010,7.6,40261,45397
2/10/2021 21:45:00,6.3,23428.6,27,23.7,84,1010,7.6,40261,45397
2/10/2021 22:00:00,6.3,23296,25,23.6,84,1010,7.6,38448,38251
2/10/2021 22:00:00,6.3,23990.2,25,23.6,84,1010,7.6,38448,38251
2/10/2021 22:15:00,6.3,23459.8,25,23.5,84,1010,7.5,36805,34709
2/10/2021 22:15:00,6.3,24398.4,25,23.5,84,1010,7.5,36805,34709
2/10/2021 22:30:00,6.4,23611.9,24,23.4,84,1010,7.3,33696,35005
2/10/2021 22:30:00,6.4,24654.5,24,23.4,84,1010,7.3,33696,35005
2/10/2021 22:45:00,6.3,23765.3,23,23.4,85,1010,7.4,35312,35066
2/10/2021 22:45:00,6.3,24910.6,23,23.4,85,1010,7.4,35312,35066
2/10/2021 23:00:00,6.4,23917.4,23,23.3,85,1010,7.8,40557,38248
2/10/2021 23:00:00,6.4,25166.7,23,23.3,85,1010,7.8,40557,38248
2/10/2021 23:15:00,6.4,24226.8,23,23.3,85,1010,8.1,43052,40541
2/10/2021 23:15:00,6.4,25444.9,23,23.3,85,1010,8.1,43052,40541
2/10/2021 23:30:00,6.5,24692.2,22,23.3,85,1010,8.1,43876,41611
2/10/2021 23:30:00,6.5,25746.5,22,23.3,85,1010,8.1,43876,41611
2/10/2021 23:45:00,6.5,25158.9,22,23.3,86,1010,8.1,45809,42855
2/10/2021 23:45:00,6.5,26049.4,22,23.3,86,1010,8.1,45809,42855
3/10/2021 00:00:00,7,34890.7,20,23.5,87,1011,8.3,44426,44224
3/10/2021 00:00:00,7,37225.5,20,23.5,87,1011,8.3,44426,44224
3/10/2021 00:15:00,7,35822.8,20,23.5,87,1011,7.9,42138,47411
3/10/2021 00:15:00,7,38060.1,20,23.5,87,1011,7.9,42138,47411
3/10/2021 00:30:00,7.1,36901.8,19,23.5,87,1011,7.7,42111,39169
3/10/2021 00:30:00,7.1,38426.7,19,23.5,87,1011,7.7,42111,39169
3/10/2021 00:45:00,7.1,37980.8,18,23.4,88,1011,8.3,46402,42509
3/10/2021 00:45:00,7.1,38794.6,18,23.4,88,1011,8.3,46402,42509
3/10/2021 01:00:00,7.1,39059.8,17,23.4,88,1011,8.2,45171,44771
3/10/2021 01:00:00,7.1,39161.2,17,23.4,88,1011,8.2,45171,44771
3/10/2021 01:15:00,7.1,39522.6,17,23.4,88,1011,8.3,48457,45730
3/10/2021 01:15:00,7.1,39744.9,17,23.4,88,1011,8.3,48457,45730
3/10/2021 01:30:00,7.2,39878.8,16,23.3,88,1011,8.8,52773,51259
3/10/2021 01:30:00,7.2,40036.1,16,23.3,88,1011,8.8,52773,51259
3/10/2021 01:45:00,7.2,40235,16,23.3,89,1010,8.7,53235,55515
3/10/2021 01:45:00,7.2,40327.3,16,23.3,89,1010,8.7,53235,55515
3/10/2021 02:00:00,7.3,40591.2,15,23.2,89,1010,9.1,53350,51116
3/10/2021 02:00:00,7.3,40618.5,15,23.2,89,1010,9.1,53350,51116
3/10/2021 02:15:00,7.3,40570.4,15,23.2,89,1010,9,52552,50258
3/10/2021 02:15:00,7.3,40921.4,15,23.2,89,1010,9,52552,50258
3/10/2021 02:30:00,7.3,40172.6,15,23.2,89,1010,8.6,45751,49760
3/10/2021 02:30:00,7.3,41234.7,15,23.2,89,1010,8.6,45751,49760
3/10/2021 02:45:00,7.2,39774.8,14,23.1,89,1010,8.7,49604,47366
3/10/2021 02:45:00,7.2,41548,14,23.1,89,1010,8.7,49604,47366
3/10/2021 03:00:00,7.2,39377,14,23.1,89,1010,9,54004,49618
3/10/2021 03:00:00,7.2,41861.3,14,23.1,89,1010,9,54004,49618
3/10/2021 03:15:00,7.2,39165.1,14,23.1,89,1010,8.7,49418,51857
3/10/2021 03:15:00,7.2,42035.5,14,23.1,89,1010,8.7,49418,51857
3/10/2021 03:30:00,7.2,39140.4,14,23,89,1010,8.8,53485,51270
3/10/2021 03:30:00,7.2,42071.9,14,23,89,1010,8.8,53485,51270
3/10/2021 03:45:00,7.2,39114.4,15,23,88,1010,8.9,53999,48587
3/10/2021 03:45:00,7.2,42108.3,15,23,88,1010,8.9,53999,48587
3/10/2021 04:00:00,7.2,39089.7,15,22.9,88,1010,8.9,52764,51979
3/10/2021 04:00:00,7.2,42144.7,15,22.9,88,1010,8.9,52764,51979
3/10/2021 04:15:00,7.2,39032.5,15,22.9,88,1010,9.1,55377,52667
3/10/2021 04:15:00,7.2,42052.4,15,22.9,88,1010,9.1,55377,52667
3/10/2021 04:30:00,7.1,38944.1,16,22.9,88,1010,8.8,50592,51306
3/10/2021 04:30:00,7.1,41832.7,16,22.9,88,1010,8.8,50592,51306
3/10/2021 04:45:00,7.1,38854.4,16,22.9,88,1010,8.5,48791,43923
3/10/2021 04:45:00,7.1,41613,16,22.9,88,1010,8.5,48791,43923
3/10/2021 05:00:00,7,38766,17,22.9,88,1010,8.1,43305,41109
3/10/2021 05:00:00,7,41393.3,17,22.9,88,1010,8.1,43305,41109
3/10/2021 05:15:00,7,38838.8,17,22.9,88,1010,7.9,38362,41956
3/10/2021 05:15:00,7,41347.8,17,22.9,88,1010,7.9,38362,41956
3/10/2021 05:30:00,7.1,39074.1,16,22.9,88,1010,8.1,43223,43050
3/10/2021 05:30:00,7.1,41477.8,16,22.9,88,1010,8.1,43223,43050
3/10/2021 05:45:00,7.1,39308.1,17,23,88,1011,8.1,44136,41216
3/10/2021 05:45:00,7.1,41607.8,17,23,88,1011,8.1,44136,41216
3/10/2021 06:00:00,7.2,39543.4,17,23,88,1011,8.1,43378,46324
3/10/2021 06:00:00,7.2,41737.8,17,23,88,1011,8.1,43378,46324
3/10/2021 06:15:00,7.2,39689,17,23.2,87,1011,8.6,48972,49228
3/10/2021 06:15:00,7.2,41945.8,17,23.2,87,1011,8.6,48972,49228
3/10/2021 06:30:00,7.2,39746.2,16,23.5,86,1011,8,42340,40986
3/10/2021 06:30:00,7.2,42231.8,16,23.5,86,1011,8,42340,40986
3/10/2021 06:45:00,7.3,39804.7,15,23.8,85,1012,8.1,43168,43948
3/10/2021 06:45:00,7.3,42519.1,15,23.8,85,1012,8.1,43168,43948
3/10/2021 07:00:00,7.2,39861.9,14,24.1,84,1012,7.7,41709,49786
3/10/2021 07:00:00,7.2,42805.1,14,24.1,84,1012,7.7,41709,49786
3/10/2021 07:15:00,7.3,39214.5,15,24.4,82,1012,8.7,51057,45907
3/10/2021 07:15:00,7.3,41993.9,15,24.4,82,1012,8.7,51057,45907
3/10/2021 07:30:00,7.2,37861.2,17,24.8,80,1012,9.1,54381,52171
3/10/2021 07:30:00,7.2,40085.5,17,24.8,80,1012,9.1,54381,52171
3/10/2021 07:45:00,7.2,36507.9,19,25.2,78,1012,8.6,47954,52436
3/10/2021 07:45:00,7.2,38177.1,19,25.2,78,1012,8.6,47954,52436
3/10/2021 08:00:00,7.2,35154.6,20,25.6,76,1012,8.5,44938,42626
3/10/2021 08:00:00,7.2,36268.7,20,25.6,76,1012,8.5,44938,42626
3/10/2021 08:15:00,7.3,35800.7,24,26,74,1012,8,44253,43351
3/10/2021 08:15:00,7.3,36563.8,24,26,74,1012,8,44253,43351
3/10/2021 08:30:00,7.6,38444.9,30,26.4,72,1012,7.7,42542,46607
3/10/2021 08:30:00,7.6,39063.7,30,26.4,72,1012,7.7,42542,46607
3/10/2021 08:45:00,8,41087.8,35,26.7,71,1012,7.8,40035,42516
3/10/2021 08:45:00,8,41562.3,35,26.7,71,1012,7.8,40035,42516
3/10/2021 09:00:00,8.5,43732,40,27.1,69,1012,8.2,46659,40571
3/10/2021 09:00:00,8.5,44062.2,40,27.1,69,1012,8.2,46659,40571
3/10/2021 09:15:00,8.6,44323.5,42,27.4,67,1012,7.7,37474,41174
3/10/2021 09:15:00,8.6,44983.9,42,27.4,67,1012,7.7,37474,41174
3/10/2021 09:30:00,8.4,42862.3,43,27.6,66,1012,7.9,43056,42038
3/10/2021 09:30:00,8.4,44330,43,27.6,66,1012,7.9,43056,42038
3/10/2021 09:45:00,8.3,41402.4,43,27.9,65,1012,8.7,47901,48575
3/10/2021 09:45:00,8.3,43676.1,43,27.9,65,1012,8.7,47901,48575
3/10/2021 10:00:00,8.1,39941.2,44,28.1,64,1012,8.1,45893,49845
3/10/2021 10:00:00,8.1,39941.2,44,28.1,64,1012,8.2,45893,49845
3/10/2021 10:00:00,8.1,43022.2,44,28.1,64,1012,8.1,45893,49845
3/10/2021 10:00:00,8.1,43022.2,44,28.1,64,1012,8.2,45893,49845
3/10/2021 10:15:00,8,38719.2,44,28.3,63,1012,7.4,38621,48612
3/10/2021 10:15:00,8,42398.2,44,28.3,63,1012,7.4,38621,48612
3/10/2021 10:30:00,7.8,37735.1,46,28.6,62,1012,7.8,41814,35340
3/10/2021 10:30:00,7.8,41804.1,46,28.6,62,1012,7.8,41814,35340
3/10/2021 10:45:00,7.9,36751,47,28.8,61,1012,7.2,35658,38142
3/10/2021 10:45:00,7.9,41211.3,47,28.8,61,1012,7.2,35658,38142
3/10/2021 11:00:00,7.7,35766.9,48,29.1,60,1012,7,30791,34001
3/10/2021 11:00:00,7.7,40617.2,48,29.1,60,1012,7,30791,34001
3/10/2021 11:15:00,7.6,34966.1,49,29.3,59,1012,7.4,36435,32441
3/10/2021 11:15:00,7.6,39821.6,49,29.3,59,1012,7.4,36435,32441
3/10/2021 11:30:00,7.4,34349.9,49,29.4,58,1012,7,33069,24794
3/10/2021 11:30:00,7.4,38821.9,49,29.4,58,1012,7,33069,24794
3/10/2021 11:45:00,7.3,33732.4,49,29.6,57,1012,7.2,30242,24261
3/10/2021 11:45:00,7.3,37822.2,49,29.6,57,1012,7.2,30242,24261
3/10/2021 12:00:00,7.2,33116.2,49,29.7,56,1012,6.6,28095,28832
3/10/2021 12:00:00,7.2,36822.5,49,29.7,56,1012,6.6,28095,28832
3/10/2021 12:15:00,7,32689.8,49,29.9,56,1012,6.8,26019,25504
3/10/2021 12:15:00,7,36272.6,49,29.9,56,1012,6.8,26019,25504
3/10/2021 12:30:00,7,32453.2,49,30,55,1012,7.4,32636,25007
3/10/2021 12:30:00,7,36169.9,49,30,55,1012,7.4,32636,25007
3/10/2021 12:45:00,6.9,32217.9,49,30.1,54,1011,6.6,26567,21998
3/10/2021 12:45:00,6.9,36068.5,49,30.1,54,1011,6.6,26567,21998
3/10/2021 13:00:00,6.9,31981.3,49,30.2,53,1011,7,29024,26396
3/10/2021 13:00:00,6.9,35965.8,49,30.2,53,1011,7,29024,26396
3/10/2021 13:15:00,7,32505.2,50,30.3,53,1011,7.7,37391,32247
3/10/2021 13:15:00,7,36237.5,50,30.3,53,1011,7.7,37391,32247
3/10/2021 13:30:00,7.1,33788.3,50,30.2,53,1011,7.6,35890,36266
3/10/2021 13:30:00,7.1,36883.6,50,30.2,53,1011,7.6,35890,36266
3/10/2021 13:45:00,7.2,35072.7,49,30.1,54,1010,7.5,33571,27958
3/10/2021 13:45:00,7.2,37529.7,49,30.1,54,1010,7.5,33571,27958
3/10/2021 14:00:00,7.4,36355.8,49,30,54,1010,7.1,30446,31680
3/10/2021 14:00:00,7.4,38175.8,49,30,54,1010,7.1,30446,31680
3/10/2021 14:15:00,7.5,37297,50,29.9,54,1010,7.5,37146,35347
3/10/2021 14:15:00,7.5,39058.5,50,29.9,54,1010,7.5,37146,35347
3/10/2021 14:30:00,7.5,37896.3,49,29.7,55,1010,7.6,36478,30640
3/10/2021 14:30:00,7.5,40177.8,49,29.7,55,1010,7.6,36478,30640
3/10/2021 14:45:00,7.5,38495.6,49,29.5,56,1010,8,41414,38843
3/10/2021 14:45:00,7.5,41298.4,49,29.5,56,1010,8,41414,38843
3/10/2021 15:00:00,7.6,39094.9,49,29.3,57,1010,8.6,47197,37369
3/10/2021 15:00:00,7.6,42417.7,49,29.3,57,1010,8.6,47197,37369
3/10/2021 15:15:00,7.6,40011.4,48,29.1,57,1010,8.5,45604,40003
3/10/2021 15:15:00,7.6,43383.6,48,29.1,57,1010,8.5,45604,40003
3/10/2021 15:30:00,7.6,41245.1,47,28.9,58,1010,8.5,47173,42980
3/10/2021 15:30:00,7.6,44193.5,47,28.9,58,1010,8.5,47173,42980
3/10/2021 15:45:00,7.7,42478.8,47,28.6,58,1010,8.9,53446,46594
3/10/2021 15:45:00,7.7,45003.4,47,28.6,58,1010,8.9,53446,46594
3/10/2021 16:00:00,7.7,43712.5,46,28.4,59,1010,9,52586,47759
3/10/2021 16:00:00,7.7,45813.3,46,28.4,59,1010,9,52586,47759
3/10/2021 16:15:00,7.8,44935.8,45,28.1,60,1010,8.3,48849,54264
3/10/2021 16:15:00,7.8,46696,45,28.1,60,1010,8.3,48849,54264
3/10/2021 16:30:00,7.8,46146.1,44,27.8,61,1010,8.7,48923,44926
3/10/2021 16:30:00,7.8,47651.5,44,27.8,61,1010,8.7,48923,44926
